Frontside,Flipside,Category,Level
"tì<u>'e</u>fu","feeling","substantive (noun)","0"
"tì<u>'e</u>fumì oeyä","in my opinion","other/unknown","0"
"tì<u>'em</u>","(art of) cooking","substantive (noun)","0"
"tì<u>'ey</u>lan","friendship","substantive (noun)","0"
"tì<u>'eyng</u>","answer | response","substantive (noun)","0"
"tì<u>'i'</u>a","ending | conclusion","substantive (noun)","0"
"tì<u>'i'</u>avay krrä","forever ([poetic]) | until the end of time","phrase","0"
"tì<u>'i</u>luke","endless | never-ending","adjective","0"
"tì<u>'i</u>pu","humor","substantive (noun)","0"
"tì<u>'o'</u>","fun | excitement","substantive (noun)","0"
"tì<u>'ong</u>","blooming | unfolding","substantive (noun)","0"
"tì<u>'o</u>ngokx","birth","substantive (noun)","0"
"tì<u>'ul</u>","increase","substantive (noun)","0"
"tìa<u>ho</u>","prayer (in general, abstract idea)","substantive (noun)","0"
"tì<u>eyk</u>tan","leadership","substantive (noun)","0"
"tì<u>fe</u>'ul","worsening ([general or abstract sense])","substantive (noun)","0"
"tì<u>fkey</u>tok","state | condition | situation","substantive (noun)","0"
"tìfkeyto<u>ngay</u>","reality","substantive (noun)","0"
"tì<u>flä</u>","success (in general)","substantive (noun)","0"
"tì<u>flä</u>nga'","successful","adjective","0"
"tì<u>flrr</u>","gentleness | tenderness","substantive (noun)","0"
"tì<u>fme</u>tok","test | trial","substantive (noun)","0"
"tì<u>fmi</u>","attempt","substantive (noun)","0"
"tì<u>fmong</u>","theft","substantive (noun)","0"
"tìfna<u>we'</u>","cowardice","substantive (noun)","0"
"tì<u>fnu</u>","quiet | silence","substantive (noun)","0"
"tì<u>fnu</u>nga'","quiet","adjective","0"
"tì<u>fpxa</u>mo","horror","substantive (noun)","0"
"tì<u>ftang</u>","stopping | the glottal stop","substantive (noun)","0"
"tì<u>ftang si</u>","stop (someone)","verb, intransitiv","0"
"tìftang<u>len</u>","prevention","substantive (noun)","0"
"tìfti<u>a</u>","study","substantive (noun)","0"
"tìfti<u>a ki</u>fkeyä","science | the study of the physical world","substantive (noun)","0"
"tìfti<u>a</u>tu","researcher | [short form of:] tìftiatu kifkeyä","substantive (noun)","0"
"tìfti<u>a</u>tu ki<u>fkey</u>ä","scientist","substantive (noun)","0"
"tì<u>ftxa</u>vang","passion","substantive (noun)","0"
"tì<u>ftxey</u>","choice","substantive (noun)","0"
"tìftxu<u>lì</u>'u","speech-making | public speaking","substantive (noun)","0"
"tìfyawìn<u>txu</u>","guidance","substantive (noun)","0"
"tì<u>fyeyn</u>","ripeness | maturity | full fruition","substantive (noun)","0"
"tì<u>han</u>","loss","substantive (noun)","0"
"tì<u>hawl</u>","preparations | plan","substantive (noun)","0"
"tì<u>haw</u>nu","protection","substantive (noun)","0"
"tì<u>haw</u>nu si","protect","verb, intransitiv","0"
"tì<u>haw</u>nuwll","spartan | [lit.:] protection plant | [Kuchenium polyphyllum]","substantive (noun)","0"
"tì<u>hipx</u>","control","substantive (noun)","0"
"tì<u>hì</u>pey","hesitation","substantive (noun)","0"
"tì<u>ho</u>na","cuteness | adorableness","substantive (noun)","0"
"tìk<u>'ìn</u>","free time | the absence of business","substantive (noun)","0"
"tìkak<u>pam</u>","deafness","substantive (noun)","0"
"tìkak<u>rel</u>","blindness","substantive (noun)","0"
"tì<u>kan</u>","aim | goal | purpose | target","substantive (noun)","0"
"tìkan<u>kxan</u>","barrier to one's goals | source of frustration","substantive (noun)","0"
"tìkan<u>kxa</u>nga'","frustrating","adjective","0"
"tì<u>ka</u>nu","intelligence","substantive (noun)","0"
"tì<u>kang</u>kem","work","substantive (noun)","0"
"tì<u>kang</u>kem si","work","verb, intransitiv","0"
"tì<u>kang</u>kemvi","project | piece of work","substantive (noun)","0"
"tì<u>kawng</u>","evil","substantive (noun)","0"
"tìke<u>ftxo</u>","sadness","substantive (noun)","0"
"tìke<u>ftxo</u>nga'","sad ([not for people])","adjective","0"
"tì<u>ke</u>lu","lack","substantive (noun)","0"
"tìkem<u>wi</u>ä","unfairness | injustice","substantive (noun)","0"
"tì<u>ke</u>nong","example","substantive (noun)","0"
"tì<u>ke</u>teng","difference","substantive (noun)","0"
"tì<u>kin</u>","need","substantive (noun)","0"
"tìk<u>tse</u>ri","unawareness | lack of notice","substantive (noun)","0"
"tì<u>kxey</u>","incorrectness | mistakenness","substantive (noun)","0"
"tì<u>kxey si</u>","mess up | foul | do wrong","verb, intransitiv","0"
"tì<u>kxìm</u>","commanding | ordering | assigning tasks","substantive (noun)","0"
"tì<u>kxìm si</u>","be above s.o. in a hierarchy | be s.o.'s superior","verb, intransitiv","0"
"tì<u>kxu</u>ke","safety","substantive (noun)","0"
"tì<u>la</u>'um","pretence","substantive (noun)","0"
"tì<u>lam</u>","appearance","substantive (noun)","0"
"tì<u>lang</u>","exploration ([general sense])","substantive (noun)","0"
"tì<u>la</u>tem","change (abstract concept)","substantive (noun)","0"
"tì<u>len</u>","event | happening","substantive (noun)","0"
"tì<u>leym</u>","call","substantive (noun)","0"
"tìleym<u>fe'</u>","complaining ([abstract concept])","substantive (noun)","0"
"tìleym<u>kem</u>","protesting | protest ([abstract concept])","substantive (noun)","0"
"tì<u>lo</u>ho","surprise","substantive (noun)","0"
"tì<u>lor</u>","beauty","substantive (noun)","0"
"tìm","low ([of hight])","adjective","0"
"tì<u>mal</u>","trustworthiness","substantive (noun)","0"
"tì<u>me</u>'em","harmony ([general sense])","substantive (noun)","0"
"tì<u>meyp</u>","weakness","substantive (noun)","0"
"tìmll<u>'an</u>","acceptance","substantive (noun)","0"
"tì<u>mok</u>","suggestion","substantive (noun)","0"
"tìmun<u>txa</u>","mating | marriage","substantive (noun)","0"
"tìmung<u>wrr</u>","exception","substantive (noun)","0"
"tìmung<u>wrr si</u>","make an exception","verb, intransitiv","0"
"tìm<u>wey</u>pey","patience","substantive (noun)","0"
"tìm<u>wi</u>ä","fairness | justice","substantive (noun)","0"
"<u>tìm</u>yì","low level | ([for language or any ability])","substantive (noun)","0"
"tìn","activity that keeps one busy","substantive (noun)","0"
"tìna<u>txu</u>","disapproval","substantive (noun)","0"
"tì<u>naw</u>ri","talent","substantive (noun)","0"
"tì<u>new</u>","desire","substantive (noun)","0"
"tì<u>no</u>","thoroughness | attention to detail","substantive (noun)","0"
"tì<u>no</u>mum","curiosity","substantive (noun)","0"
"tì<u>nu</u>i","failure ([abstract concept])","substantive (noun)","0"
"<u>tìn</u>vi","task | errand | step ([in an instruction])","substantive (noun)","0"
"<u>tìn</u>vi si","perform a task | run an errand","verb, intransitiv","0"
"tìng","give","verb, transitive","0"
"tìng ftxì","taste | take a taste","verb, intransitiv","0"
"tìng lawr","sing wordlessly | give out a tune or melody","verb, intransitiv","0"
"tìng mikyun","listen","verb, intransitiv","0"
"tìng nari","look at","verb, intransitiv","0"
"tìng ontu","smell | take a smell | take a sniff","verb, intransitiv","0"
"tìng syawn","bless","verb, intransitiv","0"
"tìng tseng","back down | give ground","verb, intransitiv","0"
"tìng zekwä","touch (intentionally)","verb, intransitiv","0"
"tì<u>nga</u>y","truth","substantive (noun)","0"
"tì<u>ngä</u>zìk","difficulty | problem","substantive (noun)","0"
"tì<u>ngong</u>","lethargy | laziness","substantive (noun)","0"
"tì<u>ngop</u>","creation","substantive (noun)","0"
"tìo<u>eyk</u>tìng","explanation","substantive (noun)","0"
"tìo<u>hakx</u>","hunger","substantive (noun)","0"
"tì<u>o</u>mum","knowledge","substantive (noun)","0"
"tì<u>o</u>mummì oeyä","to my knowledge","idiom","0"
"tì<u>pa</u>lang","(social) contact","substantive (noun)","0"
"tì<u>paw</u>","growth","substantive (noun)","0"
"tì<u>pawm</u>","question","substantive (noun)","0"
"tì<u>pä</u>hem","arrival","substantive (noun)","0"
"tìpäng<u>kxo</u>","conversation | discussion","substantive (noun)","0"
"tì<u>pe</u>'un","decision","substantive (noun)","0"
"tì<u>prr</u>te'","pleasure","substantive (noun)","0"
"tìp<u>saw</u>","clumsiness","substantive (noun)","0"
"tì<u>pxul</u>","formidableness | imposingness","substantive (noun)","0"
"tìral<u>peng</u>","translation | interpretation","substantive (noun)","0"
"tì<u>ran</u>","walk","verb, intransitiv","0"
"tì<u>ran</u>pam","footstep ([sound])","substantive (noun)","0"
"tì<u>rawn</u>","replacement | the act of replacing","substantive (noun)","0"
"tì<u>re</u>ngop","design ([act or art of designing])","substantive (noun)","0"
"tì<u>rey</u>","life","substantive (noun)","0"
"tì<u>reyn</u>","train ([rail])","substantive (noun)","0"
"tì<u>rol</u>","song ([vocal])","substantive (noun)","0"
"tì<u>ron</u>srel","imagination","substantive (noun)","0"
"tìska<u>'a</u>","destruction","substantive (noun)","0"
"tì<u>sla'</u>tsu","description","substantive (noun)","0"
"tì<u>slan</u>","([emotional, social or personal]) support","substantive (noun)","0"
"tì<u>smaw</u>","approval","substantive (noun)","0"
"tì<u>snaytx</u>","loss","substantive (noun)","0"
"tì<u>so'</u>ha","enthusiasm | having a good attitude","substantive (noun)","0"
"tì<u>som</u>","heat","substantive (noun)","0"
"tì<u>sop</u>","journey","substantive (noun)","0"
"tìspe<u>'e</u>","capture","substantive (noun)","0"
"tì<u>spxin</u>","the state of being ill | sickness","substantive (noun)","0"
"tì<u>sraw</u>","pain","substantive (noun)","0"
"tì<u>sraw sey</u>ki","hurt ([someone])","verb, transitive","0"
"tì<u>sraw si</u>","hurt | be painful","verb, intransitiv","0"
"tì<u>sre</u>se'a","prophecy","substantive (noun)","0"
"tìste<u>ftxaw</u>","examination | checking","substantive (noun)","0"
"tì<u>sti</u>","anger","substantive (noun)","0"
"tì<u>sung</u>","addition | post script","substantive (noun)","0"
"tì<u>syor</u>","relaxation","substantive (noun)","0"
"tì<u>syor</u>tsyìp","break | small rest | small relaxation","substantive (noun)","0"
"tì<u>ta</u>ron","hunting","substantive (noun)","0"
"tì<u>ter</u>kup","death ([abstract sense])","substantive (noun)","0"
"tì<u>tsan</u>'ul","improvement ([general or abstract sense])","substantive (noun)","0"
"tì<u>tse</u>ri","awareness | notice","substantive (noun)","0"
"tì<u>tslam</u>","understanding | intelligence","substantive (noun)","0"
"tì<u>tstew</u>","courage | bravery","substantive (noun)","0"
"tì<u>tstew</u>nga'","courageous | brave","adjective","0"
"tì<u>tstun</u>wi","kindness","substantive (noun)","0"
"tì<u>tstun</u>winga'","kind","adjective","0"
"tì<u>tsun</u>slu","possibility","substantive (noun)","0"
"tì<u>tsyär</u>","rejection","substantive (noun)","0"
"tì<u>tsyul</u>","beginning ([neutral as to time or place])","substantive (noun)","0"
"tì<u>txa</u>new","greed","substantive (noun)","0"
"tì<u>txan</u>tslusam","wisdom ([seldom used]) | [cf.]: hafyon","substantive (noun)","0"
"tì<u>txap</u>","pressure","substantive (noun)","0"
"tì<u>txen</u>","awakeness | the state of waking","substantive (noun)","0"
"tì<u>txen si</u>","wake | awaken | wake up","verb, intransitiv","0"
"tì<u>txu</u>la","construction | constructed thing","substantive (noun)","0"
"tì<u>txur</u>","strength | power","substantive (noun)","0"
"tì<u>txur</u>nga'","powerful","adjective","0"
"tì<u>vawm</u>","darkness","substantive (noun)","0"
"tì<u>väng</u>","thirst","substantive (noun)","0"
"tìve'<u>kì</u>","hatred","substantive (noun)","0"
"tìvi<u>rä</u>","spread | proliferation","substantive (noun)","0"
"tì<u>wan</u>","obfuscation | cover up","substantive (noun)","0"
"tì<u>wä</u>sul","competition | ([the abstract idea of competition])","substantive (noun)","0"
"tìwä<u>te</u>","dispute | argument","substantive (noun)","0"
"tì<u>wew</u>","coldness | cold","substantive (noun)","0"
"tìwì<u>ngay</u>","proof ([abstract]) | proving","substantive (noun)","0"
"tì<u>yawn</u>","love","substantive (noun)","0"
"tì<u>yawr</u>","correctness","substantive (noun)","0"
"tì<u>yäkx</u>","lack of notice | snubbing","substantive (noun)","0"
"tì<u>yo'</u>","perfection","substantive (noun)","0"
"tìyo<u>ra'</u>","victory | a win","substantive (noun)","0"
"tì<u>ze</u>vakx","cruelty","substantive (noun)","0"
"tì<u>ze</u>vakxnga'","cruel","adjective","0"
"to","[comparative marker] | than ([behaves like an adposition])","particle","0"
"to tì<u>tse</u>ri","than is apparent | than you are aware of | than you know | than you think","idiom","0"
"<u>to</u>itslan","Germany","substantive (noun)","0"
"<u>to</u>itsye","German (language)","adjective","0"
"tok","be at | occupy a space","verb, transitive","0"
"<u>tok</u>tor","doctor ([degree])","substantive (noun)","0"
"tokx","body","substantive (noun)","0"
"to<u>lel</u>","Eureka! | I found it! | I understand!","interjection","0"
"tol<u>tem</u>","shoot (something/someone)","verb, transitive","0"
"<u>tom</u>pa","rain","substantive (noun)","0"
"<u>tom</u>pakel","drought","substantive (noun)","0"
"tompa<u>meyp</u>","drizzle","substantive (noun)","0"
"<u>tom</u>pawll","geode | [lit.:] rain plant | [Tubineus azureus]","substantive (noun)","0"
"<u>tom</u>perwì","sleet","substantive (noun)","0"
"<u>tom</u>pìva","raindrop","substantive (noun)","0"
"tonowari","[male name]","proper noun","0"
"tong","put out | quench","verb, transitive","0"
"tor","last | ultimate | terminal | to bring about finality","adjective","0"
"<u>to</u>ruk","Great Leonopteryx | Last Shadow | [Leonopteryx rex]","substantive (noun)","0"
"<u>to</u>ruk makto","toruk rider ([legendary hero in Na'vi mythology])","substantive (noun)","0"
"<u>to</u>rukspxam","octoshroom | [lit.:] great leonopteryx fungus | [Fungimonium giganteum]","substantive (noun)","0"
"trr","day","substantive (noun)","0"
"trr<u>'aw</u>ve","Sunday","substantive (noun)","0"
"trr<u>'ong</u>","dawn | sunrise","substantive (noun)","0"
"trr<u>'ong</u>maw","dawn | time after sunrise","substantive (noun)","0"
"trr<u>am</u>","yesterday","adverb","0"
"trr<u>am</u>","yesterday (the day yesterday)","substantive (noun)","0"
"trr<u>ay</u>","tomorrow","adverb","0"
"trr<u>ay</u>","the day after","substantive (noun)","0"
"trr<u>ki</u>ve","Saturday","substantive (noun)","0"
"trr<u>mrr</u>ve","Thursday","substantive (noun)","0"
"trr<u>mu</u>ve","Monday","substantive (noun)","0"
"trr<u>pe</u>ve","which day?","interrogation pronouns","0"
"trr<u>pu</u>ve","Friday","substantive (noun)","0"
"trr<u>pxey</u>ve","Tuesday","substantive (noun)","0"
"trr<u>tsì</u>ve","Wednesday","substantive (noun)","0"
"trr<u>txon</u>","the day and night cycle of Pandora","substantive (noun)","0"
"tu","[non-productive personifying suffix]","particle","0"
"<u>tu</u>ke","[female name]","proper noun","0"
"tuk<u>ru</u>","spear","substantive (noun)","0"
"tuktirey","[female name]","proper noun","0"
"tul","run","verb, intransitiv","0"
"<u>tum</u>pasuk","celia fruit tree | [pampinus bacca acinum]","proper noun","0"
"<u>tum</u>pin","([the color]) red | ([the color]) orange","substantive (noun)","0"
"tun","red | orange","adjective","0"
"tung","allow | let | permit","verb, transitive","0"
"tung<u>zup</u>","drop | let fall ([accidentally, inadvertently])","verb, transitive","0"
"tup","instead of | rather than","conjunction","0"
"<u>tu</u>pe","who | which person","interrogation pronouns","0"
"tut","[continuation marker] | what about ...?","particle","0"
"tu<u>tan</u>","male (person) | man","substantive (noun)","0"
"tu<u>te</u>","female (person) | woman","substantive (noun)","0"
"<u>tu</u>te","person","substantive (noun)","0"
"<u>tu</u>teo","somebody | someone","substantive (noun)","0"
"<u>tut</u>sena","stretcher","substantive (noun)","0"
"tu<u>vom</u>","greatest of all | exceedingly great","adjective","0"
"<u>tu</u>von","lean","verb","0"
"tsa<u>'u</u>","that (thing) | it","demonstrative pronouns","0"
"tsa","that","prefix","0"
"tsa<u>fya</u>","that way | like that","adverb","0"
"tsa<u>hey</u>","[expression of warning or frustration]","interjection","0"
"tsa<u>heyl si</u>","bond with | establish a neural connection","verb, intransitiv","0"
"tsa<u>hey</u>lu","bond | neural connection","substantive (noun)","0"
"<u>tsa</u>hìk","Tsahik | Shamanic Matriarch","substantive (noun)","0"
"<u>tsa</u>kem","that (action) | it","demonstrative pronouns","0"
"tsa<u>krr</u>","then | at that time | ([also as consequence of a conditional clause with] txo)","adverb","0"
"tsa<u>krr</u>vay","until then | in the meantime","interjection","0"
"<u>tsak</u>tap","violence","substantive (noun, uncountable)","0"
"<u>tsak</u>tap si","be violent | use violence","verb, intransitiv","0"
"tsal","that (thing) | it | ([as subject of a transitive verb]) | [short form of:] tsa'ul","demonstrative pronouns","0"
"tsalsu<u>ngay</u>","nevertheless | even so","adverb","0"
"tsam","war","substantive (noun)","0"
"tsamkuk","war drum","substantive (noun)","0"
"<u>tsa</u>mopin","warpaint","substantive (noun)","0"
"tsam<u>po</u>ngu","war party","substantive (noun)","0"
"<u>tsam</u>sä'o","weapon of war","substantive (noun)","0"
"<u>tsam</u>siyu","warrior","substantive (noun)","0"
"<u>tsan</u>'ul","improve | get better","verb, intransitiv","0"
"<u>tsan</u>kum","advantage | benefit | upside | gain","substantive (noun)","0"
"<u>tsan</u>kumnga'","advantageous","adjective","0"
"tsang","piercing ([adornment])","substantive (noun)","0"
"tsap<u>'a</u>lute","apology","substantive (noun)","0"
"tsap<u>'a</u>lute","My apologies | I apologise","interjection","0"
"tsap<u>'a</u>lute si","apologise | apologize","verb, intransitiv","0"
"<u>tsa</u>po","that one","demonstrative pronouns","0"
"tsar","that (thing) | it | ([as indirect object]) | [short form of:] tsa'ur / tsa'uru","demonstrative pronouns","0"
"<u>tsa</u>ria","that | [relative pronoun to a topic clause] | [short form of:] tsa'uri a","relative pronouns","0"
"tsat","that (thing) | it  | ([as direct object of a transitive verb]) | [short form of:] tsa'ut","demonstrative pronouns","0"
"<u>tsa</u>ta","that | [relative pronoun to a direct object clause of a transitive verb] | [short form of:] tsa'ut a","relative pronouns","0"
"<u>tsa</u>tu","that person","personal pronouns","0"
"tsa<u>tseng</u>","there | that place | [alternative:] tsatsenge","adverb","0"
"tsaw","that (thing) | it  | [short form of:] tsa'u","personal pronouns","0"
"<u>tsaw</u>a","that | [relative pronoun to a subject clause of an intransitive verb] | [short from:] tsa'u a","relative pronouns","0"
"<u>tsaw</u>ke","sun","substantive (noun)","0"
"tsawke<u>nay</u>","Alpha Centauri B","proper noun","0"
"<u>tsawk</u>syul","sun lily | [stella lilliam]","proper noun","0"
"tsawl","big ([in size]) | tall","adjective","0"
"tsawl slu","grow | become tall","verb, intransitiv","0"
"<u>tsawl</u>apxangrr","unidelta tree | [lit.:] tall large root | [Magellum deltoids] | [short form:] tsawlapx","substantive (noun)","0"
"tsawl<u>hì'</u>","size","substantive (noun)","0"
"tsawlul<u>txa</u>","large gathering | conference","substantive (noun)","0"
"tsawn","gather growing food from the forest | pick  | (in agriculture) harvest","verb, transitive","0"
"tsawng","shatter | break into pieces","verb, intransitiv","0"
"tsaw<u>sngem</u>","muscular","adjective","0"
"<u>tsaw</u>tsray","small or medium-sized city","substantive (noun)","0"
"tsä'","squirt","verb","0"
"tse","well | you know | [conversation starter]","other/unknown","0"
"tse<u>'a</u>","see ([physical sense])","verb, transitive","0"
"tse<u>'a</u>tswo","sight | vision | sense of vision","substantive (noun)","0"
"<u>tsel</u>tsul","whitewater rapids | ([countable, but only rarely])","substantive (noun)","0"
"tsentey","[male name]","proper noun","0"
"<u>tse</u>nu","[female name]","proper noun","0"
"<u>tse</u>nga","where | place where","conjunction","0"
"<u>tse</u>nge","place | [alternative:] tseng","substantive (noun)","0"
"<u>tseng</u>o","somewhere","substantive (noun)","0"
"<u>tseng</u>pe","where","interrogation pronouns","0"
"<u>tse</u>o","art","substantive (noun)","0"
"<u>tse</u>otu","artist ([generic term])","substantive (noun)","0"
"<u>tse</u>ri","note | notice","verb, transitive","0"
"tsewtx","dirty","adjective","0"
"<u>tsi</u>ki","reef tick","proper noun","0"
"tsim","source","substantive (noun)","0"
"tsin","nail | claw","substantive (noun)","0"
"tsireya","[female name]","proper noun","0"
"tsìk","suddenly | without warning","adverb","0"
"tsìl<u>pey</u>","hope ([abstract idea])","substantive (noun)","0"
"tsìl<u>tsan</u>","good ([abstract concept]) | goodness","substantive (noun)","0"
"tsìng","four","numeral","0"
"<u>tsì</u>syì","whisper","verb, intransitiv","0"
"<u>tsì</u>ve","fourth ([ordinal])","numeral","0"
"<u>tska</u>ha","[name, probably family name]","proper noun","0"
"<u>tska</u>lep","crossbow","substantive (noun)","0"
"tskawr","limp","verb, intransitiv","0"
"tsko","bow ([weapon])","substantive (noun)","0"
"tsko swi<u>zaw</u>","bow and arrow ([collective noun]) | (art of) archery","substantive (noun)","0"
"<u>tskxay</u>tsyìp","hail | shower ([of weather])","substantive (noun)","0"
"tskxe","rock | stone","substantive (noun)","0"
"<u>tskxe</u>keng","training | exercise","substantive (noun)","0"
"<u>tskxe</u>keng si","exercise | train","verb, intransitiv","0"
"<u>tskxe</u>pay","ice","substantive (noun)","0"
"<u>tskxe</u>vi","pebble","substantive (noun)","0"
"tslam","understand","verb, transitive","0"
"tsleng","false","adjective","0"
"tsmi","nectar","substantive (noun)","0"
"<u>tsmi</u>snrr","bladder lantern | nectar lantern","substantive (noun)","0"
"tsmìm","track ([of animal or person])","substantive (noun)","0"
"tsmuk","sibling","substantive (noun)","0"
"<u>tsmu</u>kan","brother","substantive (noun)","0"
"<u>tsmu</u>ke","sister","substantive (noun)","0"
"<u>tsmuk</u>tu","sibling","substantive (noun)","0"
"tsnì","that ([to introduce a subordinate clause after:] ätxäle si, sìlpey, fe'pey, rangal, mowar si, leymkem, leymfe', la'um, äzan si [and optionally] srefey, srefpìl)","conjunction","0"
"tsngal","cup","substantive (noun)","0"
"tsngan","meat","substantive (noun)","0"
"<u>tsngaw</u>pay","tears ([plural word])","substantive (noun)","0"
"<u>tsngaw</u>payvi","teardrop","substantive (noun)","0"
"<u>tsngaw</u>vìk","cry | weep","verb, intransitiv","0"
"tsngem","muscle","substantive (noun)","0"
"tson","obligation | duty | imposed requirement | task","substantive (noun)","0"
"<u>tson</u>ta","to ([with] kxìm) | [short from] tsonit a","conjunction","0"
"tsong","valley","substantive (noun)","0"
"<u>tsong</u>ropx","hole  | cavity | excavation with a bottom ([visible or presumed])","substantive (noun)","0"
"<u>tsong</u>tsyìp","dimple ([of the body])","substantive (noun)","0"
"<u>tso</u>pì","lung","substantive (noun)","0"
"tspang","kill","verb, transitive","0"
"<u>tspang</u>yu","killer","substantive (noun)","0"
"tspìng","austrapede | [ostrich or emu like creature]","substantive (noun)","0"
"<u>tsran</u>ten","matter | be of importance","verb, intransitiv","0"
"tsray","village","substantive (noun)","0"
"<u>tsre</u>'i","throw","verb, transitive","0"
"tsrul","nest | [protected area serving as the home of Pandoran fauna]","substantive (noun)","0"
"tstal","knife | dagger","substantive (noun)","0"
"<u>tstal</u>sena","knife sheath","substantive (noun)","0"
"tstew","brave","adjective","0"
"tstu","closed | shut | overcast ([cloudy skies])","adjective","0"
"tstu sä<u>pi</u>","close oneself | close by itself | close on its own","verb, intransitiv","0"
"tstu si","close | shut","verb, intransitiv","0"
"<u>tstun</u>kem","favor | act of kindness | ([often pronounced]: tsungkem)","substantive (noun)","0"
"<u>tstun</u>kem si","do a favor","verb, intransitiv","0"
"<u>tstun</u>kemtsyìp","little favor","substantive (noun)","0"
"<u>tstun</u>wi","kind | thoughtful | considerate","adjective","0"
"<u>tstxa</u>'a","Canalyd | [Canalydium limacineum]","substantive (noun)","0"
"tstxo","name","substantive (noun)","0"
"<u>tstxo</u>lì'u","noun","substantive (noun)","0"
"tstxo<u>lì</u>'ukìngvi","noun phrase | ([a phrase whose pivotal or central word is a noun])","substantive (noun)","0"
"<u>tsu</u>'o","ability","substantive (noun)","0"
"tsu'<u>tey</u>","[male name]","proper noun","0"
"tsuk","able to (do something) | ([productive verb prefix])","prefix","0"
"<u>tsuk</u>sìm","chin","substantive (noun)","0"
"tsukx","stab","verb, transitive","0"
"tsul<u>fä</u>","mastery","substantive (noun)","0"
"tsul<u>fä si</u>","master","verb, intransitiv","0"
"tsul<u>fä</u>tu","master of an art, craft or skill | expert","substantive (noun)","0"
"tsulfätu<u>nay</u>","near-master | ([someone who is one step away from becoming a master])","substantive (noun)","0"
"tsun","can | be able","modal verb, intransitive","0"
"<u>tsun</u>slu","may | be possible","verb, intransitiv","0"
"tsupx","scratch harmfully ([as with a claw])","verb, transitive","0"
"tsu<u>rokx</u>","rest","verb, intransitiv","0"
"tswa'","forget","verb, transitive","0"
"tswal","power ([physical, psychological, emotional, or political])","substantive (noun)","0"
"<u>tswal</u>nga'","powerful","adjective","0"
"<u>tsway</u>on","fly","verb, intransitiv","0"
"<u>tswe</u>sya","current ([of a body of water])","substantive (noun)","0"
"<u>tswe</u>sya si","flow ([of water])","verb, intransitiv","0"
"tswin","queue | braid","substantive (noun)","0"
"tswìk","suck","verb, transitive","0"
"tswìk kxenerit","smoke ([a cigarette])","verb, intransitiv","0"
"<u>tsya</u>fe","mild | moderate | comfortable ([of the weather or temperature])","adjective","0"
"tsyal","wing","substantive (noun)","0"
"tsyä<u>nel</u>","TV channel","substantive (noun)","0"
"tsyär","reject","verb, transitive","0"
"tsyey","snack | light meal","substantive (noun)","0"
"tsyeym","treasure | something rare and of great value","substantive (noun)","0"
"<u>tsyey</u>tsyìp","tiny bite","substantive (noun)","0"
"tsyìl","climb | scale (with entire body)","verb, transitive","0"
"tsyìräfì","giraffe","substantive (noun)","0"
"tsyo","flour","substantive (noun)","0"
"<u>tsyok</u>lìt","chocolate","substantive (noun)","0"
"tsyokx","hand","substantive (noun)","0"
"tsyori<u>na'</u>wll","Cycad | [lit.:] flour seed plant | [Pseudocycas altissima]","substantive (noun)","0"
"<u>tsyo</u>syu","food (made from flour)","substantive (noun)","0"
"tsyul","begin (s.t.) | start (s.t.)","verb, transitive","0"
"tsyungwen","Chinese | Chinese language","adjective","0"
"txa'","hard","adjective","0"
"txal","back ([of the body])","substantive (noun)","0"
"txam<u>pay</u>","sea | ocean","substantive (noun)","0"
"txam<u>pxì</u>","majority | most | large part","substantive (noun)","0"
"txan","much | long (time)","adjective","0"
"<u>txan</u>a krr","long time | much time","adjective","0"
"<u>txa</u>natan","bright | vivid","adjective","0"
"<u>txa</u>new","greedy","adjective","0"
"txan<u>fwer</u>wì","blizzard","substantive (noun)","0"
"txan<u>fwìng</u>tu","bastard | loser | ([an insult])","substantive (noun)","0"
"<u>txan</u>kel<u>trr</u>trr","extraordinary","adjective","0"
"txan<u>krr</u>","for a long time","adverb","0"
"<u>txan</u>lal","ancient | very old","adjective","0"
"txanlo<u>kxe</u>","clan or tribal domain | country","substantive (noun)","0"
"txan<u>ro</u>'a","be famous","verb, intransitiv","0"
"txan<u>sngum</u>","desperation | feeling of great worry","substantive (noun)","0"
"txan<u>sngum si</u>","feel desperate","verb, intransitiv","0"
"txan<u>so'</u>hayu","fan | enthusiast | [cf.:] so'yu","substantive (noun)","0"
"txan<u>tom</u>pa","rainstorm | heavy rain","substantive (noun)","0"
"<u>txan</u>tur","powerful","adjective","0"
"<u>txan</u>tsan","excellent","adjective","0"
"<u>txan</u>tsawl","giant | huge","adjective","0"
"txan<u>tsaw</u>tsray","large city | metropolis","substantive (noun)","0"
"<u>txan</u>tslusam","wise","adjective","0"
"<u>txan</u>tstew","hero","substantive (noun)","0"
"txan<u>txew</u>","maximum","substantive (noun)","0"
"txan<u>txew</u>vay","maximally | ([used in expressions equivalent to English ‘as (adj., adv.) as possible’ ])","adverb","0"
"txanwa<u>we</u>","personally meaningful | significant","adjective","0"
"txan<u>we</u>tseng","personally significant or beloved place | [heimat]","substantive (noun)","0"
"txap","press | press on | apply pressure to","verb, transitive","0"
"<u>txa</u>som","very hot","adjective","0"
"txa<u>su</u>nu","love greatly | enjoy tremendously","verb, intransitiv","0"
"txatx","bubble","substantive (noun)","0"
"txa<u>vä'</u>","disgusting","adjective","0"
"<u>txa</u>wew","very cold","adjective","0"
